review_status,manual_error_type,oracle_issue,augmentation_issue,baseline_dataset_issue,notes,base_id,noisy_id,category,dimension,heuristic_error_type,clean_prompt,noisy_prompt,gold,clean_prediction,noisy_prediction
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,parallel_multiple_180,parallel_multiple_180__context,parallel_multiple,irrelevant_context,argument_value_error,"""Can you tell me who discovered the Higgs Boson and provide additional details about them, such as their birth date and nationality? Also, I am a 180 lbs, 5'11"" tall individual who is moderately active, can you predict my likelihood of having type 2 diabetes? Lastly, I am planning to visit the Louvre museum in Paris, can you tell me its working hours on Monday?""","i'm in the middle of three things right now. quick ""Can you tell me who discovered the Higgs Boson and provide additional details about them, such as their birth date and nationality? Also, I am a 180 lbs, 5'11"" tall individual who is moderately active, can you predict my likelihood of having type 2 diabetes? Lastly, I am planning to visit the Louvre museum in Paris, can you tell me its working hours on Monday?""","[{""get_discoverer"": {""detail"": [true], ""discovery"": [""Higgs Boson"", ""higgs boson"", ""Higgs Boson particle""]}}, {""diabetes_prediction"": {""activity_level"": [""moderately active""], ""height"": [71], ""weight"": [180]}}, {""museum_working_hours.get"": {""day"": [""Monday"", ""monday"", """"], ""location"": [""Paris"", ""Paris, France""], ""museum"": [""Louvre"", ""the Louvre museum""]}}]","[{""arguments"": {""detail"": true, ""discovery"": ""Higgs Boson""}, ""name"": ""get_discoverer""}, {""arguments"": {""activity_level"": ""moderately active"", ""height"": 71, ""weight"": 180}, ""name"": ""diabetes_prediction""}, {""arguments"": {""day"": ""Monday"", ""location"": ""Paris"", ""museum"": ""Louvre""}, ""name"": ""museum_working_hours.get""}]","[{""arguments"": {""detail"": true, ""discovery"": ""Higgs Boson""}, ""name"": ""get_discoverer""}, {""arguments"": {""activity_level"": ""moderately active"", ""height"": 71, ""weight"": 180}, ""name"": ""diabetes_prediction""}, {""arguments"": {""day"": ""Monday"", ""location"": ""Paris"", ""museum"": ""Louvre Museum""}, ""name"": ""museum_working_hours.get""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_simple_15-3-11,live_simple_15-3-11__context,live_simple,irrelevant_context,argument_value_error,"I'm at Bengaluru. Tell me the current weather conditions in Chennai, Tamil Nadu in fahrenheit?","my brother thinks he is genius. i'm at Bengaluru. Tell me the current weather conditions in Chennai, Tamil Nadu in fahrenheit?","[{""get_current_weather"": {""location"": [""Chennai, Tamil Nadu""], ""unit"": ["""", ""fahrenheit""]}}]","[{""arguments"": {""location"": ""Chennai, Tamil Nadu"", ""unit"": ""fahrenheit""}, ""name"": ""get_current_weather""}]","[{""arguments"": {""location"": ""Chennai, Tamil Nadu, India"", ""unit"": ""fahrenheit""}, ""name"": ""get_current_weather""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_simple_162-96-1,live_simple_162-96-1__context,live_simple,irrelevant_context,argument_value_error,"{
    ""response"": "" A 4-image grid of various comic book superheroes. Her is a list of objects that contain copyright material\n\nRed and blue circle logo.\nRed and yellow circle logo.\nGreen circle logo.\nBlack circle logo.""
}
","my laptop is being so weird today. {
    ""response"": "" A 4-image grid of various comic book superheroes. Her is a list of objects that contain copyright material\n\nRed and blue circle logo.\nRed and yellow circle logo.\nGreen circle logo.\nBlack circle logo.""
}
","[{""get_items"": {""items"": [[""Red and blue circle logo"", ""Red and yellow circle logo"", ""Green circle logo"", ""Black circle logo""]]}}]","[{""arguments"": {""items"": [""Red and blue circle logo"", ""Red and yellow circle logo"", ""Green circle logo"", ""Black circle logo""]}, ""name"": ""get_items""}]","[{""arguments"": {""items"": [""A 4-image grid of various comic book superheroes"", ""Red and blue circle logo"", ""Red and yellow circle logo"", ""Green circle logo"", ""Black circle logo""]}, ""name"": ""get_items""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_simple_168-99-2,live_simple_168-99-2__context,live_simple,irrelevant_context,argument_value_error,start Docker on window using docker start.,my laptop is being so weird today. start Docker on window using docker start.,"[{""cmd_controller.execute"": {""command"": [""docker start""]}}]","[{""arguments"": {""command"": ""docker start""}, ""name"": ""cmd_controller.execute""}]","[{""arguments"": {""command"": ""docker ps >nul 2>&1 || (echo Docker not running or not installed) && docker start $(docker ps -aq)""}, ""name"": ""cmd_controller.execute""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_simple_182-107-0,live_simple_182-107-0__context,live_simple,irrelevant_context,argument_value_error,"Help find a housekeeper who provides ironing services in Bangkok, Khlong Sam Wa District, Sai Kong Subdistrict, with a review score of 4.5 stars or more.","it went horrible today. help find a housekeeper who provides ironing services in Bangkok, Khlong Sam Wa District, Sai Kong Subdistrict, with a review score of 4.5 stars or more.","[{""get_service_providers"": {""district_name"": [""Khlong Sam Wa""], ""province_id"": [1], ""rating"": [4.5], ""service_id"": [2], ""sub_district_name"": [""Sai Kong""]}}]","[{""arguments"": {""district_name"": ""Khlong Sam Wa"", ""province_id"": 1, ""rating"": 4.5, ""service_id"": 2, ""sub_district_name"": ""Sai Kong""}, ""name"": ""get_service_providers""}]","[{""arguments"": {""district_name"": ""Khlong Sam Wa District"", ""province_id"": 1, ""rating"": 4.5, ""service_id"": 2, ""sub_district_name"": ""Sai Kong Subdistrict""}, ""name"": ""get_service_providers""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_simple_249-131-0,live_simple_249-131-0__context,live_simple,irrelevant_context,argument_value_error,"Hey bunny, How are you doing","my brother thinks he is genius. hey bunny, How are you doing","[{""chat_with_friend"": {""user_message"": [""Hey bunny, How are you doing""]}}]","[{""arguments"": {""user_message"": ""Hey bunny, How are you doing""}, ""name"": ""chat_with_friend""}]","[{""arguments"": {""user_message"": ""Hey bunny! How are you doing? Also, my brother thinks he is a genius.""}, ""name"": ""chat_with_friend""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_multiple_462-145-13,live_multiple_462-145-13__context,live_multiple,irrelevant_context,argument_value_error,"Can you find me a roundtrip flight from San Francisco to Atlanta, departing on the 2023 1st of March and coming back on the 6th of March, with American Airlines and in Economy class?","my laptop is being so weird today. can you find me a roundtrip flight from San Francisco to Atlanta, departing on the 2023 1st of March and coming back on the 6th of March, with American Airlines and in Economy class?","[{""Flights_4_SearchRoundtripFlights"": {""airlines"": [""American Airlines""], ""departure_date"": [""2023-03-01""], ""destination_airport"": [""Atlanta""], ""number_of_tickets"": ["""", 1], ""origin_airport"": [""San Francisco""], ""return_date"": [""2023-03-06""], ""seating_class"": ["""", ""Economy""]}}]","[{""arguments"": {""airlines"": ""American Airlines"", ""departure_date"": ""2023-03-01"", ""destination_airport"": ""Atlanta"", ""number_of_tickets"": 1, ""origin_airport"": ""San Francisco"", ""return_date"": ""2023-03-06"", ""seating_class"": ""Economy""}, ""name"": ""Flights_4_SearchRoundtripFlights""}]","[{""arguments"": {""airlines"": ""American Airlines"", ""departure_date"": ""2023-03-01"", ""destination_airport"": ""Atlanta (ATL)"", ""number_of_tickets"": 1, ""origin_airport"": ""San Francisco (SFO)"", ""return_date"": ""2023-03-06"", ""seating_class"": ""Economy""}, ""name"": ""Flights_4_SearchRoundtripFlights""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold.,live_multiple_523-150-11,live_multiple_523-150-11__context,live_multiple,irrelevant_context,argument_value_error,"I want to watch a War genre film in a regular format at 3 Below Theaters and Lounge. in San Jose, CA","i spilled coffee and lost my notes, please i want to watch a War genre film in a regular format at 3 Below Theaters and Lounge. in San Jose, CA","[{""Movies_1_FindMovies"": {""genre"": [""War""], ""location"": [""San Jose, CA""], ""show_type"": [""regular""], ""theater_name"": [""3 Below Theaters and Lounge""]}}]","[{""arguments"": {""genre"": ""War"", ""location"": ""San Jose, CA"", ""show_type"": ""regular"", ""theater_name"": ""3 Below Theaters and Lounge""}, ""name"": ""Movies_1_FindMovies""}]","[{""arguments"": {""genre"": ""War"", ""location"": ""San Jose, CA"", ""show_type"": ""regular"", ""theater_name"": ""Below Theaters and Lounge""}, ""name"": ""Movies_1_FindMovies""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,simple_python_93,simple_python_93__spaces,simple_python,removed_spaces,argument_value_error,Fetch me the list of IMAX movie releases in theaters near LA for the next week.,Fetch me the list of IMAX movie releases intheaters near LA for the next week.,"[{""get_theater_movie_releases"": {""format"": [""IMAX""], ""location"": [""LA""], ""timeframe"": [7]}}]","[{""arguments"": {""format"": ""IMAX"", ""location"": ""LA"", ""timeframe"": 7}, ""name"": ""get_theater_movie_releases""}]","[{""arguments"": {""format"": ""IMAX"", ""location"": ""nearLA"", ""timeframe"": 7}, ""name"": ""get_theater_movie_releases""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,simple_python_142,simple_python_142__spaces,simple_python,removed_spaces,argument_value_error,"Find the NASDAQ stock price for the company Amazon at closing March.11, 2022.","Find the NASDAQ stock price for thecompany Amazon at closing March.11, 2022.","[{""get_stock_price"": {""company_name"": [""Amazon"", ""AMZN""], ""date"": [""2022-03-11""], ""exchange"": [""NASDAQ"", """"]}}]","[{""arguments"": {""company_name"": ""Amazon"", ""date"": ""2022-03-11"", ""exchange"": ""NASDAQ""}, ""name"": ""get_stock_price""}]","[{""arguments"": {""company_name"": ""Amazonat"", ""date"": ""2022-03-11"", ""exchange"": ""NASDAQ""}, ""name"": ""get_stock_price""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,simple_python_243,simple_python_243__spaces,simple_python,removed_spaces,argument_value_error,Who discovered the neutron? Give me detail information.,Whodiscovered the neutron? Give me detail information.,"[{""get_discoverer"": {""detail"": [true], ""discovery"": [""neutron""]}}]","[{""arguments"": {""detail"": true, ""discovery"": ""neutron""}, ""name"": ""get_discoverer""}]","[{""arguments"": {""detail"": true, ""discovery"": ""the neutron""}, ""name"": ""get_discoverer""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,simple_python_283,simple_python_283__spaces,simple_python,removed_spaces,argument_value_error,Find the price of a used Gibson Les Paul guitar in excellent condition in the Chicago area.,Find the price of a used Gibson Les Paul guitar in excellent condition inthe Chicago area.,"[{""guitar_price.find"": {""condition"": [""Excellent""], ""location"": [""Chicago"", ""Chicago, IL"", ""Chicago, Illinois""], ""model"": [""Gibson Les Paul""]}}]","[{""arguments"": {""condition"": ""Excellent"", ""location"": ""Chicago, IL"", ""model"": ""Gibson Les Paul""}, ""name"": ""guitar_price.find""}]","[{""arguments"": {""condition"": ""Excellent"", ""location"": ""Chicago area"", ""model"": ""Gibson LesPaul""}, ""name"": ""guitar_price.find""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,simple_python_292,simple_python_292__spaces,simple_python,removed_spaces,argument_value_error,"Compose a simple piano melody with a progression of C, F and G for 4 measures.","Compose a simple piano melodywith a progression of C, F and G for 4 measures.","[{""compose_melody"": {""instrument"": [""Piano"", """"], ""measures"": [4], ""progression"": [[""C"", ""F"", ""G""]]}}]","[{""arguments"": {""instrument"": ""Piano"", ""measures"": 4, ""progression"": [""C"", ""F"", ""G""]}, ""name"": ""compose_melody""}]","[{""arguments"": {""instrument"": ""Piano"", ""measures"": 4, ""progression"": [""C"", ""F"", ""G"", ""C""]}, ""name"": ""compose_melody""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,simple_python_382,simple_python_382__spaces,simple_python,removed_spaces,argument_value_error,"Book a single room for two nights at the Hilton Hotel in Chicago, starting from 10th December 2022.","Book a single room for two nightsat the Hilton Hotel in Chicago, starting from 10th December 2022.","[{""book_hotel"": {""hotel_name"": [""Hilton Hotel"", ""Hilton""], ""location"": [""Chicago""], ""nights"": [2], ""room_type"": [""single""], ""start_date"": [""2022-12-10"", ""10/12/2022"", ""Dec 10, 2022"", ""December 10, 2022""]}}]","[{""arguments"": {""hotel_name"": ""Hilton Hotel"", ""location"": ""Chicago"", ""nights"": 2, ""room_type"": ""single"", ""start_date"": ""2022-12-10""}, ""name"": ""book_hotel""}]","[{""arguments"": {""hotel_name"": ""Hilton Hotel"", ""location"": ""Chicago"", ""nights"": 2, ""room_type"": ""single room"", ""start_date"": ""2022-12-10""}, ""name"": ""book_hotel""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,multiple_10,multiple_10__spaces,multiple,removed_spaces,argument_value_error,I need to delete some columns from my employees database on personal_data table. I want to remove their email addresses and social security numbers to respect privacy.,I need to delete some columns from my employees databaseon personal_data table. I want to remove their email addresses and social security numbers to respect privacy.,"[{""database.modify_columns"": {""columns"": [[""email"", ""ssn""], [""ssn"", ""email""], [""email"", ""social_security_number""], [""social_security_number"", ""email""], [""email"", ""social security number""], [""social security number"", ""email""]], ""db_name"": [""employees""], ""operation"": [""delete""], ""table"": [""personal_data""]}}]","[{""arguments"": {""columns"": [""email"", ""social_security_number""], ""db_name"": ""employees"", ""operation"": ""delete"", ""table"": ""personal_data""}, ""name"": ""database.modify_columns""}]","[{""arguments"": {""columns"": [""email"", ""social_security_number""], ""db_name"": ""myemployees"", ""operation"": ""delete"", ""table"": ""personal_data""}, ""name"": ""database.modify_columns""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,multiple_23,multiple_23__spaces,multiple,removed_spaces,argument_value_error,"What are the current stats for basketball player LeBron James including points per game, assists, and minutes per game.","What are the current stats for basketballplayer LeBron James including points per game, assists, and minutes per game.","[{""basketball.player_stats.get"": {""player_name"": [""LeBron James""], ""stats_fields"": [[""points per game"", ""assists"", ""minutes per game""], [""points per game"", ""minutes per game"", ""assists""], [""assists"", ""points per game"", ""minutes per game""], [""assists"", ""minutes per game"", ""points per game""], [""minutes per game"", ""points per game"", ""assists""], [""minutes per game"", ""assists"", ""points per game""], [""points"", ""assists"", ""minutes""], [""points"", ""minutes"", ""assists""], [""assists"", ""points"", ""minutes""], [""assists"", ""minutes"", ""points""], [""minutes"", ""points"", ""assists""], [""minutes"", ""assists"", ""points""], [""points_per_game"", ""assists"", ""minutes_per_game""], [""points_per_game"", ""minutes_per_game"", ""assists""], [""assists"", ""points_per_game"", ""minutes_per_game""], [""assists"", ""minutes_per_game"", ""points_per_game""], [""minutes_per_game"", ""points_per_game"", ""assists""], [""minutes_per_game"", ""assists"", ""points_per_game""]]}}]","[{""arguments"": {""player_name"": ""LeBron James"", ""stats_fields"": [""points_per_game"", ""assists"", ""minutes_per_game""]}, ""name"": ""basketball.player_stats.get""}]","[{""arguments"": {""player_name"": ""LeBron James"", ""stats_fields"": [""points_per_game"", ""assists_per_game"", ""minutes_per_game""]}, ""name"": ""basketball.player_stats.get""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,multiple_91,multiple_91__spaces,multiple,removed_spaces,argument_value_error,Can I find a good cooking recipe for apple pie using less than 5 ingredients?,Can I find a good cooking recipe for apple pie usingless than 5 ingredients?,"[{""recipe.find"": {""ingredientLimit"": [4], ""mainIngredient"": [""apple pie"", ""apple""]}}]","[{""arguments"": {""ingredientLimit"": 4, ""mainIngredient"": ""apple""}, ""name"": ""recipe.find""}]","[{""arguments"": {""ingredientLimit"": 4, ""mainIngredient"": ""apples""}, ""name"": ""recipe.find""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,multiple_155,multiple_155__spaces,multiple,removed_spaces,argument_value_error,Who discovered the neutron? Give me detail information.,Whodiscovered the neutron? Give me detail information.,"[{""get_discoverer"": {""detail"": [true], ""discovery"": [""neutron""]}}]","[{""arguments"": {""detail"": true, ""discovery"": ""neutron""}, ""name"": ""get_discoverer""}]","[{""arguments"": {""detail"": true, ""discovery"": ""discovery of the neutron""}, ""name"": ""get_discoverer""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,multiple_191,multiple_191__spaces,multiple,removed_spaces,argument_value_error,"Book a luxury room in Hotel Paradise, Las Vegas, with a city view for 3 days starting from May 12, 2022.","Book a luxury room in Hotel Paradise, Las Vegas, with a city view for 3 daysstarting from May 12, 2022.","[{""book_hotel"": {""hotel_name"": [""Hotel Paradise""], ""location"": [""Las Vegas"", ""Las Vegas, NV"", ""LV""], ""room_type"": [""luxury"", ""Luxury""], ""start_date"": [""05-12-2022"", ""2022-05-12"", ""12/05/2022"", ""May.12,2022"", ""May 12, 2022""], ""stay_duration"": [3], ""view"": [""city"", ""city view""]}}]","[{""arguments"": {""hotel_name"": ""Hotel Paradise"", ""location"": ""Las Vegas"", ""room_type"": ""Luxury"", ""start_date"": ""05-12-2022"", ""stay_duration"": 3, ""view"": ""City view""}, ""name"": ""book_hotel""}]","[{""arguments"": {""hotel_name"": ""Hotel Paradise"", ""location"": ""Las Vegas"", ""room_type"": ""luxury room"", ""start_date"": ""05-12-2022"", ""stay_duration"": 3, ""view"": ""cityview""}, ""name"": ""book_hotel""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,parallel_38,parallel_38__spaces,parallel,removed_spaces,argument_value_error,"What's the driving distance between New York and Washington DC, and between Los Angeles and San Francisco with optional parameter shortest route enabled?","What's the driving distance between New York and Washington DC, and between Los Angeles and San Francisco with optionalparameter shortest route enabled?","[{""calc_distance"": {""end_loc"": [""Washington DC"", ""Washington D.C.""], ""shortest_route"": [true], ""start_loc"": [""New York"", ""New York, NY"", ""New York City"", ""NYC""]}}, {""calc_distance"": {""end_loc"": [""San Francisco"", ""SF""], ""shortest_route"": [true], ""start_loc"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""]}}]","[{""arguments"": {""end_loc"": ""Washington DC"", ""shortest_route"": true, ""start_loc"": ""New York""}, ""name"": ""calc_distance""}, {""arguments"": {""end_loc"": ""San Francisco"", ""shortest_route"": true, ""start_loc"": ""Los Angeles""}, ""name"": ""calc_distance""}]","[{""arguments"": {""end_loc"": ""Washington, DC"", ""shortest_route"": true, ""start_loc"": ""New York, NY""}, ""name"": ""calc_distance""}, {""arguments"": {""end_loc"": ""San Francisco, CA"", ""shortest_route"": true, ""start_loc"": ""Los Angeles, CA""}, ""name"": ""calc_distance""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,parallel_41,parallel_41__spaces,parallel,removed_spaces,argument_value_error,"Show me the closest music shop where I can purchase a Yamaha acoustic guitar and a Kawai piano in San Francisco, California, and Chicago, Illinois.","Show me theclosest music shop where I can purchase a Yamaha acoustic guitar and a Kawai piano in San Francisco, California, and Chicago, Illinois.","[{""find_music_instrument_store"": {""instruments"": [[""Yamaha Acoustic Guitar"", ""Kawai Piano""], [""Kawai Piano"", ""Yamaha Acoustic Guitar""], [""Yamaha acoustic guitar"", ""Kawai piano""], [""Kawai piano"", ""Yamaha acoustic guitar""]], ""location"": [""San Francisco, CA"", ""San Francisco, CA"", ""San Francisco, California""]}}, {""find_music_instrument_store"": {""instruments"": [[""Yamaha Acoustic Guitar"", ""Kawai Piano""], [""Kawai Piano"", ""Yamaha Acoustic Guitar""], [""Yamaha acoustic guitar"", ""Kawai piano""], [""Kawai piano"", ""Yamaha acoustic guitar""]], ""location"": [""Chicago, IL"", ""Chicago, Illinois"", ""Chicago, IL.""]}}]","[{""arguments"": {""instruments"": [""Yamaha acoustic guitar"", ""Kawai piano""], ""location"": ""San Francisco, CA""}, ""name"": ""find_music_instrument_store""}, {""arguments"": {""instruments"": [""Yamaha acoustic guitar"", ""Kawai piano""], ""location"": ""Chicago, IL""}, ""name"": ""find_music_instrument_store""}]","[{""arguments"": {""instruments"": [""Yamaha acoustic guitar"", ""Yamaha acoustic guitar"", ""Kawai piano""], ""location"": ""San Francisco, CA""}, ""name"": ""find_music_instrument_store""}, {""arguments"": {""instruments"": [""Yamaha acoustic guitar"", ""Kawai piano""], ""location"": ""Chicago, IL""}, ""name"": ""find_music_instrument_store""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,parallel_multiple_42,parallel_multiple_42__spaces,parallel_multiple,removed_spaces,argument_value_error,"Find me a bronze statue in the Modern Arts Museum in New York and a stone sculpture in the Louvre Museum in Paris. Also, find me a painting made by Picasso in the Metropolitan Museum of Art.","Find me a bronze statue in the Modern Arts Museum in NewYork and a stone sculpture in the Louvre Museum in Paris. Also, find me a painting made by Picasso in the Metropolitan Museum of Art.","[{""artwork.find"": {""artist"": [""""], ""material"": [""bronze"", ""Bronze""], ""museum"": [""Modern Arts Museum, New York"", ""Modern Arts Museum""], ""type"": [""sculpture"", ""Sculpture""]}}, {""artwork.find"": {""artist"": [""""], ""material"": [""stone"", ""Stone""], ""museum"": [""Louvre Museum, Paris"", ""Louvre Museum"", ""Paris""], ""type"": [""sculpture"", ""Sculpture""]}}, {""artwork.find"": {""artist"": [""Picasso""], ""material"": [""""], ""museum"": [""Metropolitan Museum of Art"", ""Metropolitan Museum""], ""type"": [""painting""]}}]","[{""arguments"": {""artist"": """", ""material"": ""Bronze"", ""museum"": ""Modern Arts Museum, New York"", ""type"": ""Sculpture""}, ""name"": ""artwork.find""}, {""arguments"": {""artist"": """", ""material"": ""Stone"", ""museum"": ""Louvre Museum, Paris"", ""type"": ""Sculpture""}, ""name"": ""artwork.find""}, {""arguments"": {""artist"": ""Picasso"", ""material"": """", ""museum"": ""Metropolitan Museum of Art"", ""type"": ""Painting""}, ""name"": ""artwork.find""}]","[{""arguments"": {""artist"": """", ""material"": ""Bronze"", ""museum"": ""Modern Arts Museum, New York"", ""type"": ""Sculpture""}, ""name"": ""artwork.find""}, {""arguments"": {""artist"": """", ""material"": ""Stone"", ""museum"": ""Louvre Museum, Paris"", ""type"": ""Sculpture""}, ""name"": ""artwork.find""}, {""arguments"": {""artist"": ""Picasso"", ""material"": """", ""museum"": ""Metropolitan Museum of Art, New York"", ""type"": ""Painting""}, ""name"": ""artwork.find""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,live_simple_34-11-0,live_simple_34-11-0__spaces,live_simple,removed_spaces,argument_value_error,"I asked my language model about logistic regression, and it replied with '**Logistic regression is not present in the text, therefore I cannot answer this question.**' Valid?","I asked my language model about logistic regression, and it repliedwith '**Logistic regression is not present in the text, therefore I cannot answer this question.**' Valid?","[{""answer.string"": {""answer"": [""Logistic regression is not present in the text, therefore I cannot answer this question.""]}}]","[{""arguments"": {""answer"": ""**Logistic regression is not present in the text, therefore I cannot answer this question.**""}, ""name"": ""answer.string""}]","[{""arguments"": {""answer"": ""**Logistic regression is not present in the text, therefore I cannot answer this question.** Valid?""}, ""name"": ""answer.string""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,live_simple_190-115-0,live_simple_190-115-0__spaces,live_simple,removed_spaces,argument_value_error,what is the specs ACHD of type MPN. I want to see images.,what is the specs ACHD of type MPN. I wantto see images.,"[{""raptor.mpn.specs"": {""identifier"": [""ACHD""], ""include_images"": [true], ""search_type"": ["""", ""MPN""]}}]","[{""arguments"": {""identifier"": ""ACHD"", ""include_images"": true, ""search_type"": ""MPN""}, ""name"": ""raptor.mpn.specs""}]","[{""arguments"": {""identifier"": ""ACHDof"", ""include_images"": true, ""search_type"": ""MPN""}, ""name"": ""raptor.mpn.specs""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,live_simple_205-116-13,live_simple_205-116-13__spaces,live_simple,removed_spaces,argument_value_error,What's the weather forecast for Berkeley on the upcoming Saturday? Today is Tuesday April 25th 2023,What's theweather forecast for Berkeley on the upcoming Saturday? Today is Tuesday April 25th 2023,"[{""Weather_1_GetWeather"": {""city"": [""Berkeley""], ""date"": [""2023-04-29""]}}]","[{""arguments"": {""city"": ""Berkeley"", ""date"": ""2023-04-29""}, ""name"": ""Weather_1_GetWeather""}]","[{""arguments"": {""city"": ""Berkeley, CA"", ""date"": ""2023-04-29""}, ""name"": ""Weather_1_GetWeather""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,live_simple_240-125-3,live_simple_240-125-3__spaces,live_simple,removed_spaces,argument_value_error,Can you search for 'Baby Shark'?,Canyou search for 'Baby Shark'?,"[{""play_spotify_song"": {""device_id"": ["""", ""null""], ""play"": ["""", true], ""query"": [""Baby Shark""]}}]","[{""arguments"": {""device_id"": ""null"", ""play"": true, ""query"": ""Baby Shark""}, ""name"": ""play_spotify_song""}]","[{""arguments"": {""device_id"": ""null"", ""play"": true, ""query"": ""track:Baby Shark artist:Baby Shark""}, ""name"": ""play_spotify_song""}]"
labeled_v1,entity_or_alias_normalization_mismatch,possible,no,no,Noisy prediction appears semantically close but uses a different alias or formatting than accepted gold. Missing whitespace may have reduced parsing of slots or calls.,live_multiple_25-6-0,live_multiple_25-6-0__spaces,live_multiple,removed_spaces,argument_value_error,Search memory for when is shishir's birthday,Searchmemory for when is shishir's birthday,"[{""recall_memory_search"": {""page"": ["""", 0], ""query"": [""when is shishir's birthday"", ""when's shishir's birthday"", ""shishir birthday"", ""shishir's birthday""], ""request_heartbeat"": ["""", false]}}]","[{""arguments"": {""page"": 0, ""query"": ""shishir birthday"", ""request_heartbeat"": false}, ""name"": ""recall_memory_search""}]","[{""arguments"": {""page"": 0, ""query"": ""ishishir birthday"", ""request_heartbeat"": false}, ""name"": ""recall_memory_search""}]"
