row_id,model,provider,evaluation_run_id,evaluation_run_role,pool_size,repeat_index,dimension,base_id,noisy_id,category,review_status,review_scope,review_label,screened_failure_type,review_notes,clean_prompt,noisy_prompt,expected_tool_calls,expected_function_names,clean_model_calls,clean_model_call_names,noisy_model_calls,noisy_model_call_names,noisy_eval_error_type,noisy_eval_error,noisy_completion_tokens_if_available,clean_provider_response_id,noisy_provider_response_id
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_488-147-3,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_488-147-3,live_multiple_488-147-3__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,alias_or_format_mismatch,Second-pass artifact audit: Changed the requested train journey year from 2023 to 2024.,"I'm looking to book a train journey from Portland, OR to Seattle, WA on April 22nd. Can we find the available trains for that day?","man for fuck sake i'm looking to book a train journey from Portland, OR to Seattle, WA on April 22nd. Can we find the available trains for that day?","[{""Trains_1_FindTrains"": {""_from"": [""Portland, OR""], ""date_of_journey"": [""04/22/2023""], ""to"": [""Seattle, WA""]}}]",Trains_1_FindTrains,"[{""arguments"": {""_from"": ""Portland, OR"", ""date_of_journey"": ""04/22/2023"", ""to"": ""Seattle, WA""}, ""name"": ""Trains_1_FindTrains""}]",Trains_1_FindTrains,"[{""arguments"": {""_from"": ""Portland, OR"", ""date_of_journey"": ""04/22/2024"", ""to"": ""Seattle, WA""}, ""name"": ""Trains_1_FindTrains""}]",Trains_1_FindTrains,value_error:string,"[""Invalid value for parameter 'date_of_journey': '04/22/2024'. Expected one of ['04/22/2023']. Case insensitive.""]",,gen-1782236257-rQ7PiYANSWXO7WOY2hXE,gen-1782238710-jOa6NvSvnfCoHD776wpo
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_528-151-4,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_528-151-4,live_multiple_528-151-4__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,missing_or_extra_tool_call,"Noisy prompt preserves the clean request, and the model call changes, omits, or adds a required semantic value/tool call.","I'm currently in New York, and I'm looking to attend a Theater show. check if there are any plays happening today?","i'm currently in New York, and I'm looking to attend a Theater show. check if there are any plays happening today? fucking please man","[{""Events_3_FindEvents"": {""city"": [""New York, NY""], ""date"": ["""", ""dontcare""], ""event_type"": [""Theater""]}}]",Events_3_FindEvents,"[{""arguments"": {""city"": ""New York, NY"", ""event_type"": ""Theater""}, ""name"": ""Events_3_FindEvents""}]",Events_3_FindEvents,[],,multiple_function_checker:wrong_count,"[""Wrong number of functions.""]",,gen-1782236279-Dkb6xFWTWnBnKRAN7vCm,gen-1782238733-3qYnw4g82yrRRif6E1Zm
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_536-151-12,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_536-151-12,live_multiple_536-151-12__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,missing_or_extra_tool_call,"Noisy prompt preserves the clean request, and the model call changes, omits, or adds a required semantic value/tool call.",My sister is visiting me in Portland next month and I'm looking to entertain her with some cultural activities. Find out if there are any Music events happening on March 9th 2023?,man for fuck sake my sister is visiting me in Portland next month and I'm looking to entertain her with some cultural activities. Find out if there are any Music events happening on March 9th 2023?,"[{""Events_3_FindEvents"": {""city"": [""Portland, OR""], ""date"": [""03/09/2023""], ""event_type"": [""Music""]}}]",Events_3_FindEvents,"[{""arguments"": {""city"": ""Portland, OR"", ""date"": ""03/09/2023"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}]",Events_3_FindEvents,[],,multiple_function_checker:wrong_count,"[""Wrong number of functions.""]",,gen-1782236282-LDEwG8g6XixyiTW0io4R,gen-1782238738-lFhaIlI56iYC3nXjWEuR
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_546-152-8,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_546-152-8,live_multiple_546-152-8__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,type_format_strictness,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,"Find me homes available for purchase in San Francisco, with at least 3 bedrooms and 2 bathrooms? I'm not concerned about having a garage or in-unit laundry.","find me homes available for purchase in San Francisco, with at least 3 bedrooms and 2 bathrooms? I'm not concerned about having a garage or in-unit laundry. fucking please man","[{""Homes_2_FindHomeByArea"": {""area"": [""San Francisco, CA""], ""has_garage"": ["""", false], ""in_unit_laundry"": ["""", false], ""intent"": [""buy""], ""number_of_baths"": [2], ""number_of_beds"": [3]}}]",Homes_2_FindHomeByArea,"[{""arguments"": {""area"": ""San Francisco, CA"", ""intent"": ""buy"", ""number_of_baths"": 2, ""number_of_beds"": 3}, ""name"": ""Homes_2_FindHomeByArea""}]",Homes_2_FindHomeByArea,"[{""arguments"": {""area"": ""San Francisco, CA"", ""has_garage"": ""false"", ""in_unit_laundry"": ""false"", ""intent"": ""buy"", ""number_of_baths"": 2, ""number_of_beds"": 3}, ""name"": ""Homes_2_FindHomeByArea""}]",Homes_2_FindHomeByArea,type_error:simple,"[""Incorrect type for parameter 'has_garage'. Expected type boolean, got str. Parameter value: 'false'.""]",,gen-1782236287-klpM2d4x9qDSyQimrjxj,gen-1782238742-oZ8oRBxq8gcpVScusEdi
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_553-153-2,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_553-153-2,live_multiple_553-153-2__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,"Noisy prompt preserves the clean request, and the model call changes, omits, or adds a required semantic value/tool call.","I am in desperate need for a haircut, can you help me find a salon in San Fran?","ffs i am in desperate need for a haircut, can you help me find a salon in San Fran? brother","[{""Services_1_FindProvider"": {""city"": [""San Francisco, CA""], ""is_unisex"": ["""", false]}}]",Services_1_FindProvider,"[{""arguments"": {""city"": ""San Francisco, CA""}, ""name"": ""Services_1_FindProvider""}]",Services_1_FindProvider,"[{""arguments"": {""city"": ""San Francisco, CA"", ""is_unisex"": ""dontcare""}, ""name"": ""Services_1_FindProvider""}]",Services_1_FindProvider,value_error:others,"[""Invalid value for parameter 'is_unisex': 'dontcare'. Expected one of ['', False].""]",,gen-1782236293-L1sRyyvs5eFGJZz4NWZU,gen-1782238747-CMED32m9gaN12wEFpWcB
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_566-155-6,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_566-155-6,live_multiple_566-155-6__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,changed_or_ambiguous_prompt,"Second-pass artifact audit: For “something interesting,” calling both allowed event categories is a plausible interpretation; oracle count is strict.","Hi, Find something interesting for me to do in Sacramento ?","man for fuck sake hi, Find something interesting for me to do in Sacramento ?","[{""Events_3_FindEvents"": {""city"": [""Sacramento, CA""], ""date"": ["""", ""any""], ""event_type"": [""Music"", ""Theater""]}}]",Events_3_FindEvents,"[{""arguments"": {""city"": ""Sacramento, CA"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}]",Events_3_FindEvents,"[{""arguments"": {""city"": ""Sacramento, CA"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}, {""arguments"": {""city"": ""Sacramento, CA"", ""event_type"": ""Theater""}, ""name"": ""Events_3_FindEvents""}]",Events_3_FindEvents;Events_3_FindEvents,multiple_function_checker:wrong_count,"[""Wrong number of functions.""]",,gen-1782236301-I1UAPekbShPndIBmd7jw,gen-1782238754-5m4ZqFyBFASOrUi6kxWA
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_606-158-12,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_606-158-12,live_multiple_606-158-12__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,"Search for a 4-star hotel in Sydney, Australia that allows smoking and has two rooms available?","search for a 4-star hotel in Sydney, Australia that allows smoking and has two rooms available? fucking please man","[{""Hotels_4_SearchHotel"": {""location"": [""Sydney, AU""], ""number_of_rooms"": [""2""], ""smoking_allowed"": [true], ""star_rating"": [""4""]}}]",Hotels_4_SearchHotel,"[{""arguments"": {""location"": ""Sydney, AU"", ""number_of_rooms"": ""2"", ""smoking_allowed"": true, ""star_rating"": ""4""}, ""name"": ""Hotels_4_SearchHotel""}]",Hotels_4_SearchHotel,"[{""arguments"": {""location"": ""Sydney, Australia"", ""number_of_rooms"": ""2"", ""smoking_allowed"": true, ""star_rating"": ""4""}, ""name"": ""Hotels_4_SearchHotel""}]",Hotels_4_SearchHotel,value_error:string,"[""Invalid value for parameter 'location': 'Sydney, Australia'. Expected one of ['Sydney, AU']. Case insensitive.""]",,gen-1782236324-f34GUVDyphcLGclxcwVH,gen-1782238770-FMO7mM2OuKGFk52u1VWg
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_649-161-17,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_649-161-17,live_multiple_649-161-17__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,type_format_strictness,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,Find songs from the album Narrated For You that were released last year 2022?,ffs find songs from the album Narrated For You that were released last year 2022? brother,"[{""Music_3_LookupMusic"": {""album"": [""Narrated For You""], ""artist"": ["""", ""dontcare""], ""genre"": ["""", ""dontcare""], ""year"": [""2022""]}}]",Music_3_LookupMusic,"[{""arguments"": {""album"": ""Narrated For You"", ""year"": ""2022""}, ""name"": ""Music_3_LookupMusic""}]",Music_3_LookupMusic,"[{""arguments"": {""album"": ""Narrated For You"", ""year"": 2022}, ""name"": ""Music_3_LookupMusic""}]",Music_3_LookupMusic,type_error:simple,"[""Incorrect type for parameter 'year'. Expected type string, got int. Parameter value: 2022.""]",,gen-1782236351-W8cnQTrEbrWmRBk6SC8u,gen-1782238795-zkmzidkeTvC7Wn1QWWCp
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_717-165-4,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_717-165-4,live_multiple_717-165-4__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,"I'm after a house for one person in Kuala Lumpur, with laundry service please.","holy shit just i'm after a house for one person in Kuala Lumpur, with laundry service please.","[{""Hotels_2_SearchHouse"": {""has_laundry_service"": [""True""], ""number_of_adults"": ["""", 1], ""rating"": ["""", 3.0], ""where_to"": [""Kuala Lumpur, MY""]}}]",Hotels_2_SearchHouse,"[{""arguments"": {""has_laundry_service"": ""True"", ""number_of_adults"": 1, ""where_to"": ""Kuala Lumpur, MY""}, ""name"": ""Hotels_2_SearchHouse""}]",Hotels_2_SearchHouse,"[{""arguments"": {""has_laundry_service"": ""True"", ""number_of_adults"": 1, ""where_to"": ""Kuala Lumpur""}, ""name"": ""Hotels_2_SearchHouse""}]",Hotels_2_SearchHouse,value_error:string,"[""Invalid value for parameter 'where_to': 'Kuala Lumpur'. Expected one of ['Kuala Lumpur, MY']. Case insensitive.""]",,gen-1782236391-DoI2YLTC41StCFH3mmCL,gen-1782238820-Db5UvVYDYJYmlg6JThws
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_759-169-14,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_759-169-14,live_multiple_759-169-14__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,"Noisy prompt preserves the clean request, and the model call changes, omits, or adds a required semantic value/tool call.",Would you kindly help me to find some online comic movies?,holy shit just would you kindly help me to find some online comic movies?,"[{""Media_3_FindMovies"": {""genre"": [""Comedy"", ""Animation""], ""starring"": ["""", ""Any""]}}]",Media_3_FindMovies,"[{""arguments"": {""genre"": ""Comedy""}, ""name"": ""Media_3_FindMovies""}]",Media_3_FindMovies,"[{""arguments"": {""genre"": ""Action""}, ""name"": ""Media_3_FindMovies""}]",Media_3_FindMovies,value_error:string,"[""Invalid value for parameter 'genre': 'Action'. Expected one of ['Comedy', 'Animation']. Case insensitive.""]",,gen-1782236415-RRiqOTjsL6Lms6vaox6L,gen-1782238839-BLmvI0Njjq8x9rM0s2OT
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_791-174-5,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_791-174-5,live_multiple_791-174-5__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,optional_argument_strictness,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,"Could you help me look for a property to buy in Walnut Creek? I'm interested in a home with at least 3 bedrooms and 2 bathrooms, and having a garage would be a nice bonus.","goddamn it could you help me look for a property to buy in Walnut Creek? I'm interested in a home with at least 3 bedrooms and 2 bathrooms, and having a garage would be a nice bonus.","[{""Homes_2_FindHomeByArea"": {""area"": [""Walnut Creek, CA""], ""has_garage"": [true], ""in_unit_laundry"": ["""", null], ""intent"": [""buy""], ""number_of_baths"": [2], ""number_of_beds"": [3]}}]",Homes_2_FindHomeByArea,"[{""arguments"": {""area"": ""Walnut Creek, CA"", ""has_garage"": true, ""intent"": ""buy"", ""number_of_baths"": 2, ""number_of_beds"": 3}, ""name"": ""Homes_2_FindHomeByArea""}]",Homes_2_FindHomeByArea,"[{""arguments"": {""area"": ""Walnut Creek, CA"", ""intent"": ""buy"", ""number_of_baths"": 2, ""number_of_beds"": 3}, ""name"": ""Homes_2_FindHomeByArea""}]",Homes_2_FindHomeByArea,simple_function_checker:missing_optional,"[""Optional parameter 'has_garage' not provided and not marked as optional.""]",,gen-1782236431-8zrilwoPqLNRhvd9YIqG,gen-1782238854-7q8E68RQFe3kccq1FHer
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_838-178-13,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_838-178-13,live_multiple_838-178-13__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_tool_routing,"Noisy prompt preserves the clean request, and the model call changes, omits, or adds a required semantic value/tool call.",I want to listen to music. Rumor says that 'Narrated For You' by 'Alec Benjamin' is awesome. I really like to listen to 'POP' songs.,this is bullshit i want to listen to music. Rumor says that 'Narrated For You' by 'Alec Benjamin' is awesome. I really like to listen to 'POP' songs.,"[{""Music_3_PlayMedia"": {""album"": ["""", ""Narrated For You"", ""any""], ""artist"": [""Alec Benjamin""], ""device"": ["""", ""Living room""], ""track"": [""Narrated For You""]}}]",Music_3_PlayMedia,"[{""arguments"": {""artist"": ""Alec Benjamin"", ""track"": ""Narrated For You""}, ""name"": ""Music_3_PlayMedia""}]",Music_3_PlayMedia,"[{""arguments"": {""album"": ""Narrated For You"", ""artist"": ""Alec Benjamin"", ""genre"": ""Pop""}, ""name"": ""Music_3_LookupMusic""}]",Music_3_LookupMusic,simple_function_checker:wrong_func_name,"[""Function name 'Music_3_PlayMedia' not found in model output.""]",,gen-1782236449-Lt9aYbX10suMvbhyifLM,gen-1782238875-lAAr9dLf9E3pkzRUGqW5
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_841-178-16,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_841-178-16,live_multiple_841-178-16__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,I'm looking for some new Electropp songs to listen to. I'd like to listen to something from the album Run.,ffs i'm looking for some new Electropp songs to listen to. I'd like to listen to something from the album Run. brother,"[{""Music_3_LookupMusic"": {""album"": [""Run""], ""artist"": ["""", ""dontcare""], ""genre"": [""Electropop""], ""year"": ["""", ""dontcare""]}}]",Music_3_LookupMusic,"[{""arguments"": {""album"": ""Run"", ""genre"": ""Electropop""}, ""name"": ""Music_3_LookupMusic""}]",Music_3_LookupMusic,"[{""arguments"": {""album"": ""Run. brother"", ""genre"": ""Electropop""}, ""name"": ""Music_3_LookupMusic""}]",Music_3_LookupMusic,value_error:string,"[""Invalid value for parameter 'album': 'Run. brother'. Expected one of ['Run']. Case insensitive.""]",,gen-1782236450-Pkd4qH0V1jiluAhe7eji,gen-1782238875-0qCSeTsJCzSLT9Q3Z92f
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_856-180-4,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_856-180-4,live_multiple_856-180-4__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,changed_or_ambiguous_prompt,Second-pass artifact audit: Changed the bus departure date from 2023-05-15 to 2024-05-15.,"I need to purchase bus tickets for two people from Berkeley, CA to Portland, OR. We plan to depart on the 15th of May, and we need to leave at 09:00. Also, we will be carrying additional luggage.","this is bullshit i need to purchase bus tickets for two people from Berkeley, CA to Portland, OR. We plan to depart on the 15th of May, and we need to leave at 09:00. Also, we will be carrying additional luggage.","[{""Buses_3_BuyBusTicket"": {""additional_luggage"": [true], ""departure_date"": [""2023-05-15""], ""departure_time"": [""09:00""], ""from_city"": [""Berkeley, CA""], ""num_passengers"": [2], ""to_city"": [""Portland, OR""]}}]",Buses_3_BuyBusTicket,"[{""arguments"": {""additional_luggage"": true, ""departure_date"": ""2023-05-15"", ""departure_time"": ""09:00"", ""from_city"": ""Berkeley, CA"", ""num_passengers"": 2, ""to_city"": ""Portland, OR""}, ""name"": ""Buses_3_BuyBusTicket""}]",Buses_3_BuyBusTicket,"[{""arguments"": {""additional_luggage"": true, ""departure_date"": ""2024-05-15"", ""departure_time"": ""09:00"", ""from_city"": ""Berkeley, CA"", ""num_passengers"": 2, ""to_city"": ""Portland, OR""}, ""name"": ""Buses_3_BuyBusTicket""}]",Buses_3_BuyBusTicket,value_error:string,"[""Invalid value for parameter 'departure_date': '2024-05-15'. Expected one of ['2023-05-15']. Case insensitive.""]",,gen-1782236456-rmEmiG9HUHd3dr4nlVGd,gen-1782238887-VccPyJJfhGULSBs1oupA
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_923-191-11,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_923-191-11,live_multiple_923-191-11__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Adds cleaning-home filter that the ironing request did not ask for.,"Looking for a housekeeper who can provide services in Chatuchak District, Bangkok on March 19, 2024 at 1:00 p.m. Ironing.","goddamn it looking for a housekeeper who can provide services in Chatuchak District, Bangkok on March 19, 2024 at 1:00 p.m. Ironing.","[{""get_service_providers"": {""available_for_pet"": ["""", false], ""avg_rating"": ["""", null], ""district_name"": [""Chatuchak""], ""end_available_date"": ["""", null], ""has_late_check_in"": ["""", false], ""has_quality_problem"": ["""", false], ""is_cleaning_condo"": ["""", false], ""is_cleaning_home"": ["""", false], ""is_cleaning_office"": ["""", false], ""is_excellent"": ["""", false], ""is_package"": ["""", false], ""is_subscription"": ["""", false], ""job_qty"": ["""", null], ""max_age"": ["""", null], ""min_age"": ["""", null], ""professional_group_id"": ["""", null], ""province_id"": [1], ""service_id"": [2], ""start_available_date"": [""2024-03-19 13:00:00""], ""sub_district_name"": ["""", null]}}]",get_service_providers,"[{""arguments"": {""district_name"": ""Chatuchak"", ""province_id"": 1, ""service_id"": 2, ""start_available_date"": ""2024-03-19 13:00:00""}, ""name"": ""get_service_providers""}]",get_service_providers,"[{""arguments"": {""district_name"": ""Chatuchak"", ""is_cleaning_home"": true, ""province_id"": 1, ""service_id"": 2, ""start_available_date"": ""2024-03-19 13:00:00""}, ""name"": ""get_service_providers""}]",get_service_providers,value_error:others,"[""Invalid value for parameter 'is_cleaning_home': True. Expected one of ['', False].""]",,gen-1782236500-5bhddkrh48Nyhw3wKclj,gen-1782238924-WsZH08m2ck5oVs2you16
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_927-191-15,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_927-191-15,live_multiple_927-191-15__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,"Noisy prompt preserves the clean request, and the model call changes, omits, or adds a required semantic value/tool call.",I'm looking for a cleaning service provider with a high average rating and located in Bangkok. Can you help me find one that's also recognized for excellent service?,holy shit just i'm looking for a cleaning service provider with a high average rating and located in Bangkok. Can you help me find one that's also recognized for excellent service?,"[{""get_service_providers"": {""available_for_pet"": ["""", false], ""avg_rating"": [4.5], ""district_name"": ["""", null], ""end_available_date"": ["""", null], ""has_late_check_in"": ["""", false], ""has_quality_problem"": ["""", false], ""is_cleaning_condo"": ["""", false], ""is_cleaning_home"": ["""", false], ""is_cleaning_office"": ["""", false], ""is_excellent"": [true], ""is_package"": ["""", false], ""is_subscription"": ["""", false], ""job_qty"": ["""", null], ""max_age"": ["""", null], ""min_age"": ["""", null], ""professional_group_id"": ["""", null], ""province_id"": [1], ""service_id"": [1], ""start_available_date"": ["""", null], ""sub_district_name"": ["""", null]}}]",get_service_providers,"[{""arguments"": {""avg_rating"": 4.5, ""is_excellent"": true, ""province_id"": 1, ""service_id"": 1}, ""name"": ""get_service_providers""}]",get_service_providers,"[{""arguments"": {""avg_rating"": 4.5, ""is_cleaning_home"": true, ""is_excellent"": true, ""province_id"": 1}, ""name"": ""get_service_providers""}]",get_service_providers,value_error:others,"[""Invalid value for parameter 'is_cleaning_home': True. Expected one of ['', False].""]",,gen-1782236501-kiLkGohaMdxWwIHRignI,gen-1782238924-9N6Gq2fK3XKr4l0GuZvO
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_96-42-0,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_96-42-0,live_multiple_96-42-0__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,"Noisy prompt preserves the clean request, and the model call changes, omits, or adds a required semantic value/tool call.","Could you show me a list of all the '.data' files, including the ones in subdirectories?","could you show me a list of all the '.data' files, including the ones in subdirectories? fucking please man","[{""list_files"": {""file_type"": [""data""], ""include_hidden"": ["""", false], ""recursive"": [true]}}]",list_files,"[{""arguments"": {""file_type"": ""data"", ""recursive"": true}, ""name"": ""list_files""}]",list_files,"[{""arguments"": {""file_type"": ""data"", ""include_hidden"": true, ""recursive"": true}, ""name"": ""list_files""}]",list_files,value_error:others,"[""Invalid value for parameter 'include_hidden': True. Expected one of ['', False].""]",,gen-1782236031-2XWpX4Pyxbnvzv0si55u,gen-1782238153-1bpt6TzAsn9RTSopZDhy
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_961-205-1,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_961-205-1,live_multiple_961-205-1__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,trigger the web search function; where is beijing,ffs trigger the web search function; where is beijing brother,"[{""web_search"": {""language"": ["""", ""en""], ""query"": [""where is beijing""], ""results_limit"": ["""", 10], ""safe_search"": ["""", true]}}]",web_search,"[{""arguments"": {""query"": ""where is beijing""}, ""name"": ""web_search""}]",web_search,"[{""arguments"": {""query"": ""where is Beijing located""}, ""name"": ""web_search""}]",web_search,value_error:string,"[""Invalid value for parameter 'query': 'where is Beijing located'. Expected one of ['where is beijing']. Case insensitive.""]",,gen-1782236516-3DeKclVWsXpFdddIBt78,gen-1782238942-pBoQxao3qoscvIgkGyqx
z-ai/glm-4.6|glm46_deepinfra_cap1024_full_pool|cursing|live_multiple_970-211-0,z-ai/glm-4.6,openrouter/deepinfra,glm46_deepinfra_cap1024_full_pool,primary_full_pool_row_trace,2351,,cursing,live_multiple_970-211-0,live_multiple_970-211-0__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,"Noisy prompt preserves the clean request, and the model call changes, omits, or adds a required semantic value/tool call.",Fetch the annual income statement for APPL in JSON format with a limit of 2 records,this is bullshit fetch the annual income statement for APPL in JSON format with a limit of 2 records,"[{""fmp.income_statement"": {""cik"": ["""", null], ""datatype"": ["""", ""json""], ""limit"": [2], ""period"": [""annual""], ""symbol"": [""APPL""]}}]",fmp.income_statement,"[{""arguments"": {""datatype"": ""json"", ""limit"": 2, ""period"": ""annual"", ""symbol"": ""APPL""}, ""name"": ""fmp.income_statement""}]",fmp.income_statement,"[{""arguments"": {""datatype"": ""json"", ""limit"": 2, ""period"": ""annual"", ""symbol"": ""AAPL""}, ""name"": ""fmp.income_statement""}]",fmp.income_statement,value_error:string,"[""Invalid value for parameter 'symbol': 'AAPL'. Expected one of ['APPL']. Case insensitive.""]",,gen-1782236520-Droy6aYKZrNEPR8T6fdD,gen-1782238947-3doZNAxsGns4r78KgZCR
