review_label,artifact_type,notes,model,provider,dimension,base_id,noisy_id,category,clean_prompt,noisy_prompt,gold,clean_prediction,noisy_prediction,clean_names,noisy_names,error_type,error,completion_tokens,reasoning_tokens
possible_oracle_artifact,alias_or_format_mismatch,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_306-131-5,live_multiple_306-131-5__telegraphic_request,live_multiple,find available accommodations in Kuala Lumpur for the upcoming weekend?,find available accommodations in Kuala Lumpur upcoming weekend,"[{""Hotels_4_SearchHotel"": {""location"": [""Kuala Lumpur, Malaysia""], ""number_of_rooms"": ["""", ""dontcare""], ""smoking_allowed"": ["""", false], ""star_rating"": ["""", ""dontcare""]}}]","[{""arguments"": {""location"": ""Kuala Lumpur, Malaysia""}, ""name"": ""Hotels_4_SearchHotel""}]","[{""arguments"": {""location"": ""Kuala Lumpur""}, ""name"": ""Hotels_4_SearchHotel""}]",Hotels_4_SearchHotel,Hotels_4_SearchHotel,value_error:string,"Invalid value for parameter 'location': 'Kuala Lumpur'. Expected one of ['Kuala Lumpur, Malaysia']. Case insensitive.",220,222
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_322-132-12,live_multiple_322-132-12__telegraphic_request,live_multiple,I want to watch a fantasy movie with Dominic Monaghan. Look for movies directed by Peter Jackson.,watch fantasy movie Dominic Monaghan. Look movies directed by Peter Jackson.,"[{""Movies_3_FindMovies"": {""cast"": [""Dominic Monaghan""], ""directed_by"": [""Peter Jackson""], ""genre"": [""Fantasy""]}}]","[{""arguments"": {""cast"": ""Dominic Monaghan"", ""directed_by"": ""Peter Jackson"", ""genre"": ""Fantasy""}, ""name"": ""Movies_3_FindMovies""}]","[{""arguments"": {""cast"": ""Dominic Monaghan"", ""directed_by"": ""dontcare"", ""genre"": ""Fantasy""}, ""name"": ""Movies_3_FindMovies""}, {""arguments"": {""cast"": ""dontcare"", ""directed_by"": ""Peter Jackson"", ""genre"": ""dontcare""}, ""name"": ""Movies_3_FindMovies""}]",Movies_3_FindMovies,Movies_3_FindMovies|Movies_3_FindMovies,multiple_function_checker:wrong_count,Wrong number of functions.,303,237
true_model_failure,wrong_argument_value,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_339-133-3,live_multiple_339-133-3__telegraphic_request,live_multiple,Find some good songs to listen to? I'm looking for music are '10. I hear that the album Speak Now is great. Can you find something off of there?,Find some good songs listen I'm looking music '10. hear that album Speak Now great. find something off,"[{""Music_3_LookupMusic"": {""album"": [""Speak Now""], ""artist"": ["""", ""dontcare""], ""genre"": ["""", ""dontcare""], ""year"": ["""", 2010]}}]","[{""arguments"": {""album"": ""Speak Now"", ""year"": 2010}, ""name"": ""Music_3_LookupMusic""}]","[{""arguments"": {""artist"": ""Taylor Swift"", ""year"": 2010}, ""name"": ""Music_3_LookupMusic""}]",Music_3_LookupMusic,Music_3_LookupMusic,value_error:string,"Invalid value for parameter 'artist': 'Taylor Swift'. Expected one of ['', 'dontcare']. Case insensitive.",298,226
possible_oracle_artifact,optional_argument_strictness,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_343-133-7,live_multiple_343-133-7__telegraphic_request,live_multiple,I'm about to do my workout and I'd like to play some songs. I'm really into House music and I heard that The Martin Garrix Experience album is great.,I'm do workout and I'd like play some songs. I'm really into House music and heard that The Martin Garrix Experience album great.,"[{""Music_3_LookupMusic"": {""album"": [""The Martin Garrix Experience""], ""artist"": [""Martin Garrix""], ""genre"": [""House""], ""year"": ["""", ""dontcare""]}}]","[{""arguments"": {""album"": ""The Martin Garrix Experience"", ""artist"": ""Martin Garrix"", ""genre"": ""House""}, ""name"": ""Music_3_LookupMusic""}]","[{""arguments"": {""album"": ""The Martin Garrix Experience"", ""genre"": ""House""}, ""name"": ""Music_3_LookupMusic""}]",Music_3_LookupMusic,Music_3_LookupMusic,simple_function_checker:missing_optional,Optional parameter 'artist' not provided and not marked as optional.,275,242
possible_oracle_artifact,alias_or_format_mismatch,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_344-133-8,live_multiple_344-133-8__telegraphic_request,live_multiple,"I fancy listening to some music, I have been told an album called Prequelle is fab.",fancy listening some music told album called Prequelle fab.,"[{""Music_3_LookupMusic"": {""album"": [""Prequelle""], ""artist"": ["""", ""dontcare""], ""genre"": ["""", ""dontcare""], ""year"": ["""", ""dontcare""]}}]","[{""arguments"": {""album"": ""Prequelle""}, ""name"": ""Music_3_LookupMusic""}]","[{""arguments"": {""album"": ""Prequelle fab""}, ""name"": ""Music_3_LookupMusic""}]",Music_3_LookupMusic,Music_3_LookupMusic,value_error:string,Invalid value for parameter 'album': 'Prequelle fab'. Expected one of ['Prequelle']. Case insensitive.,190,143
true_model_failure,wrong_argument_value,,z-ai/glm-4.6,openrouter,telegraphic_request,simple_python_370,simple_python_370__telegraphic_request,simple_python,Order three bottles of olive oil and a five pound bag of rice from Safeway in Palo Alto.,Order three bottles olive oil and five pound bag of rice from Safeway in Palo Alto.,"[{""safeway.order"": {""items"": [[""olive oil"", ""rice""], [""olive oil"", ""bag of rice""]], ""location"": [""Palo Alto"", ""Palo Alto, CA""], ""quantity"": [[3, 1]]}}]","[{""arguments"": {""items"": [""olive oil"", ""rice""], ""location"": ""Palo Alto, CA"", ""quantity"": [3, 1]}, ""name"": ""safeway.order""}]","[{""arguments"": {""items"": [""olive oil"", ""rice""], ""location"": ""Palo Alto"", ""quantity"": [3, 5]}, ""name"": ""safeway.order""}]",safeway.order,safeway.order,value_error:list/tuple,"Invalid value for parameter 'quantity': [3, 5]. Expected one of [[3, 1]].",261,190
possible_oracle_artifact,optional_argument_strictness,,z-ai/glm-4.6,openrouter,telegraphic_request,simple_python_373,simple_python_373__telegraphic_request,simple_python,"I want to buy apples, rice, and 12 pack of bottled water from a Walmart near San Jose. Show me the product information and stock availability.",buy apples rice and 12 pack bottled water from Walmart near San Jose. product information and stock availability.,"[{""walmart.purchase"": {""loc"": [""San Jose"", ""San Jose, CA""], ""pack_size"": [[1, 1, 12]], ""product_list"": [[""apples"", ""rice"", ""bottled water""], [""apples"", ""rice"", ""water""]]}}]","[{""arguments"": {""loc"": ""San Jose"", ""pack_size"": [1, 1, 12], ""product_list"": [""apples"", ""rice"", ""bottled water""]}, ""name"": ""walmart.purchase""}]","[{""arguments"": {""loc"": ""San Jose"", ""product_list"": [""apples"", ""rice"", ""bottled water""]}, ""name"": ""walmart.purchase""}]",walmart.purchase,walmart.purchase,simple_function_checker:missing_optional,Optional parameter 'pack_size' not provided and not marked as optional.,378,367
possible_oracle_artifact,alias_or_format_mismatch,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_384-137-2,live_multiple_384-137-2__telegraphic_request,live_multiple,I would like to find a Unisex Salon in San Jose,like find Unisex Salon in San Jose,"[{""Services_1_FindProvider"": {""city"": [""San Jose, CA""], ""is_unisex"": [true]}}]","[{""arguments"": {""city"": ""San Jose, CA"", ""is_unisex"": true}, ""name"": ""Services_1_FindProvider""}]","[{""arguments"": {""city"": ""San Jose"", ""is_unisex"": true}, ""name"": ""Services_1_FindProvider""}]",Services_1_FindProvider,Services_1_FindProvider,value_error:string,"Invalid value for parameter 'city': 'San Jose'. Expected one of ['San Jose, CA']. Case insensitive.",154,119
possible_oracle_artifact,alias_or_format_mismatch,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_385-137-3,live_multiple_385-137-3__telegraphic_request,live_multiple,Find a salon in Campbell and preferably one that services both men and women?,Find salon in Campbell and preferably one that services both men and women,"[{""Services_1_FindProvider"": {""city"": [""Campbell, CA""], ""is_unisex"": [true]}}]","[{""arguments"": {""city"": ""Campbell, CA"", ""is_unisex"": true}, ""name"": ""Services_1_FindProvider""}]","[{""arguments"": {""city"": ""Campbell"", ""is_unisex"": true}, ""name"": ""Services_1_FindProvider""}]",Services_1_FindProvider,Services_1_FindProvider,value_error:string,"Invalid value for parameter 'city': 'Campbell'. Expected one of ['Campbell, CA']. Case insensitive.",231,225
possible_oracle_artifact,alias_or_format_mismatch,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_390-137-8,live_multiple_390-137-8__telegraphic_request,live_multiple,I need a unisex in Pleasanton.,unisex in Pleasanton.,"[{""Services_1_FindProvider"": {""city"": [""Pleasanton, CA""], ""is_unisex"": [true]}}]","[{""arguments"": {""city"": ""Pleasanton, CA"", ""is_unisex"": true}, ""name"": ""Services_1_FindProvider""}]","[{""arguments"": {""city"": ""Pleasanton"", ""is_unisex"": true}, ""name"": ""Services_1_FindProvider""}]",Services_1_FindProvider,Services_1_FindProvider,value_error:string,"Invalid value for parameter 'city': 'Pleasanton'. Expected one of ['Pleasanton, CA']. Case insensitive.",252,226
possible_oracle_artifact,alias_or_format_mismatch,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_391-137-9,live_multiple_391-137-9__telegraphic_request,live_multiple,I am looking for a hair dresser in the San Lorenzo vicinity.,looking hair dresser in San Lorenzo vicinity.,"[{""Services_1_FindProvider"": {""city"": [""San Lorenzo, CA""], ""is_unisex"": ["""", false]}}]","[{""arguments"": {""city"": ""San Lorenzo, CA""}, ""name"": ""Services_1_FindProvider""}]","[{""arguments"": {""city"": ""San Lorenzo""}, ""name"": ""Services_1_FindProvider""}]",Services_1_FindProvider,Services_1_FindProvider,value_error:string,"Invalid value for parameter 'city': 'San Lorenzo'. Expected one of ['San Lorenzo, CA']. Case insensitive.",310,307
true_model_failure,wrong_argument_value,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_410-140-6,live_multiple_410-140-6__telegraphic_request,live_multiple,"I need to catch a cab, but the information I'm getting is a bit sketchy right now. So far, the address where I need to go is 3236 Grand Avenue, Oakland and the most comfortable mode of travel would be appreciated. Can you start working through this with me?","catch cab but information I'm getting bit sketchy right now. So far address go 3236 Grand Avenue, Oakland and most comfortable mode travel appreciated. start working through this","[{""RideSharing_2_GetRide"": {""destination"": [""3236 Grand Avenue, Oakland""], ""number_of_seats"": [""""], ""ride_type"": [""Luxury""]}}]","[{""arguments"": {""destination"": ""3236 Grand Avenue, Oakland"", ""ride_type"": ""Luxury""}, ""name"": ""RideSharing_2_GetRide""}]","[{""arguments"": {""destination"": ""3236 Grand Avenue, Oakland"", ""number_of_seats"": 1, ""ride_type"": ""Luxury""}, ""name"": ""RideSharing_2_GetRide""}]",RideSharing_2_GetRide,RideSharing_2_GetRide,value_error:others,Invalid value for parameter 'number_of_seats': 1. Expected one of [''].,215,146
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_431-141-20,live_multiple_431-141-20__telegraphic_request,live_multiple,I'm after an Imax film at Century Blackhawk Plaza in Danville can you tell me whats on?,I'm after Imax film Century Blackhawk Plaza in Danville tell whats on,"[{""Movies_1_FindMovies"": {""genre"": ["""", ""dontcare""], ""location"": [""Danville, CA""], ""show_type"": [""imax""], ""theater_name"": [""Century Blackhawk Plaza""]}}]","[{""arguments"": {""location"": ""Danville, CA"", ""show_type"": ""imax"", ""theater_name"": ""Century Blackhawk Plaza""}, ""name"": ""Movies_1_FindMovies""}]",[],Movies_1_FindMovies,,multiple_function_checker:wrong_count,Wrong number of functions.,317,276
possible_oracle_artifact,alias_or_format_mismatch,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_467-145-18,live_multiple_467-145-18__telegraphic_request,live_multiple,"Can you find me a historical landmark to visit in Portland, that's suitable for kids but need fee to entry?",find historical landmark visit in Portland that's suitable kids but fee entry,"[{""Travel_1_FindAttractions"": {""category"": [""Historical Landmark""], ""free_entry"": [""False""], ""good_for_kids"": [""True""], ""location"": [""Portland, OR""]}}]","[{""arguments"": {""category"": ""Historical Landmark"", ""free_entry"": ""False"", ""good_for_kids"": ""True"", ""location"": ""Portland, OR""}, ""name"": ""Travel_1_FindAttractions""}]","[{""arguments"": {""category"": ""Historical Landmark"", ""free_entry"": ""True"", ""good_for_kids"": ""True"", ""location"": ""Portland""}, ""name"": ""Travel_1_FindAttractions""}]",Travel_1_FindAttractions,Travel_1_FindAttractions,value_error:string,"Invalid value for parameter 'location': 'Portland'. Expected one of ['Portland, OR']. Case insensitive.",227,190
true_model_failure,wrong_argument_value,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_469-145-20,live_multiple_469-145-20__telegraphic_request,live_multiple,"I'm looking to visit a park in Toronto that's suitable for children. Find one for me, and I don't mind if there's an entry fee.",I'm looking visit park in Toronto that's suitable children. Find one and don't mind if there's entry fee.,"[{""Travel_1_FindAttractions"": {""category"": [""Park""], ""free_entry"": ["""", ""dontcare""], ""good_for_kids"": [""True""], ""location"": [""Toronto, Canada""]}}]","[{""arguments"": {""category"": ""Park"", ""free_entry"": ""dontcare"", ""good_for_kids"": ""True"", ""location"": ""Toronto, Canada""}, ""name"": ""Travel_1_FindAttractions""}]","[{""arguments"": {""category"": ""Park"", ""free_entry"": ""dontcare"", ""good_for_kids"": ""True"", ""location"": ""Toronto, ON""}, ""name"": ""Travel_1_FindAttractions""}]",Travel_1_FindAttractions,Travel_1_FindAttractions,value_error:string,"Invalid value for parameter 'location': 'Toronto, ON'. Expected one of ['Toronto, Canada']. Case insensitive.",191,144
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_484-146-9,live_multiple_484-146-9__telegraphic_request,live_multiple,"Find songs similar to those on the album 'The New Classic' Additionally, I'd like to explore tracks released around six years ago. This year is 2023",Find songs similar those on album 'The New Classic' Additionally I'd like explore tracks released around six years ago. This year 2023,"[{""Music_3_LookupMusic"": {""album"": [""The New Classic""], ""artist"": ["""", ""dontcare""], ""genre"": ["""", ""dontcare""], ""year"": [""2017""]}}]","[{""arguments"": {""album"": ""The New Classic"", ""year"": ""2017""}, ""name"": ""Music_3_LookupMusic""}]","[{""arguments"": {""album"": ""The New Classic""}, ""name"": ""Music_3_LookupMusic""}, {""arguments"": {""year"": ""2017""}, ""name"": ""Music_3_LookupMusic""}]",Music_3_LookupMusic,Music_3_LookupMusic|Music_3_LookupMusic,multiple_function_checker:wrong_count,Wrong number of functions.,416,353
true_model_failure,wrong_argument_value,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_488-147-3,live_multiple_488-147-3__telegraphic_request,live_multiple,"I'm looking to book a train journey from Portland, OR to Seattle, WA on April 22nd. Can we find the available trains for that day?","I'm looking book train journey from Portland, OR Seattle, WA on April 22nd. we find available trains that day","[{""Trains_1_FindTrains"": {""_from"": [""Portland, OR""], ""date_of_journey"": [""04/22/2023""], ""to"": [""Seattle, WA""]}}]","[{""arguments"": {""_from"": ""Portland, OR"", ""date_of_journey"": ""04/22/2023"", ""to"": ""Seattle, WA""}, ""name"": ""Trains_1_FindTrains""}]","[{""arguments"": {""_from"": ""Portland, OR"", ""date_of_journey"": ""04/22/2024"", ""to"": ""Seattle, WA""}, ""name"": ""Trains_1_FindTrains""}]",Trains_1_FindTrains,Trains_1_FindTrains,value_error:string,Invalid value for parameter 'date_of_journey': '04/22/2024'. Expected one of ['04/22/2023']. Case insensitive.,225,146
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_528-151-4,live_multiple_528-151-4__telegraphic_request,live_multiple,"I'm currently in New York, and I'm looking to attend a Theater show. check if there are any plays happening today?",I'm currently in New York and I'm looking attend Theater check if any plays happening today,"[{""Events_3_FindEvents"": {""city"": [""New York, NY""], ""date"": ["""", ""dontcare""], ""event_type"": [""Theater""]}}]","[{""arguments"": {""city"": ""New York, NY"", ""event_type"": ""Theater""}, ""name"": ""Events_3_FindEvents""}]",[],Events_3_FindEvents,,multiple_function_checker:wrong_count,Wrong number of functions.,384,375
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_566-155-6,live_multiple_566-155-6__telegraphic_request,live_multiple,"Hi, Find something interesting for me to do in Sacramento ?",Hi Find something interesting do in Sacramento,"[{""Events_3_FindEvents"": {""city"": [""Sacramento, CA""], ""date"": ["""", ""any""], ""event_type"": [""Music"", ""Theater""]}}]","[{""arguments"": {""city"": ""Sacramento, CA"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}]","[{""arguments"": {""city"": ""Sacramento, CA"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}, {""arguments"": {""city"": ""Sacramento, CA"", ""event_type"": ""Theater""}, ""name"": ""Events_3_FindEvents""}]",Events_3_FindEvents,Events_3_FindEvents|Events_3_FindEvents,multiple_function_checker:wrong_count,Wrong number of functions.,374,318
possible_oracle_artifact,alias_or_format_mismatch,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_606-158-12,live_multiple_606-158-12__telegraphic_request,live_multiple,"Search for a 4-star hotel in Sydney, Australia that allows smoking and has two rooms available?",Search 4-star hotel in Sydney Australia that allows smoking and has two rooms available,"[{""Hotels_4_SearchHotel"": {""location"": [""Sydney, AU""], ""number_of_rooms"": [""2""], ""smoking_allowed"": [true], ""star_rating"": [""4""]}}]","[{""arguments"": {""location"": ""Sydney, AU"", ""number_of_rooms"": ""2"", ""smoking_allowed"": true, ""star_rating"": ""4""}, ""name"": ""Hotels_4_SearchHotel""}]","[{""arguments"": {""location"": ""Sydney, Australia"", ""number_of_rooms"": ""2"", ""smoking_allowed"": true, ""star_rating"": ""4""}, ""name"": ""Hotels_4_SearchHotel""}]",Hotels_4_SearchHotel,Hotels_4_SearchHotel,value_error:string,"Invalid value for parameter 'location': 'Sydney, Australia'. Expected one of ['Sydney, AU']. Case insensitive.",196,161
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_612-159-5,live_multiple_612-159-5__telegraphic_request,live_multiple,I'm interested in attending a concert this weekend. Find some music events happening in Los Angeles?,I'm interested in attending concert this weekend. Find some music events happening in Los Angeles,"[{""Events_3_FindEvents"": {""city"": [""Los Angeles, CA""], ""date"": ["""", ""dontcare""], ""event_type"": [""Music""]}}]","[{""arguments"": {""city"": ""Los Angeles, CA"", ""date"": ""dontcare"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}]",[],Events_3_FindEvents,,multiple_function_checker:wrong_count,Wrong number of functions.,390,380
true_model_failure,wrong_argument_value,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_656-161-24,live_multiple_656-161-24__telegraphic_request,live_multiple,"Could you search for Pop songs by Harris J, and check if there are any from the Salam album?",search Pop songs by Harris J and check if any from Salam album,"[{""Music_3_LookupMusic"": {""album"": [""Salam""], ""artist"": [""Harris J""], ""genre"": [""Pop""], ""year"": ["""", ""dontcare""]}}]","[{""arguments"": {""album"": ""Salam"", ""artist"": ""Harris J"", ""genre"": ""Pop""}, ""name"": ""Music_3_LookupMusic""}]","[{""arguments"": {""album"": ""dontcare"", ""artist"": ""Harris J"", ""genre"": ""Pop"", ""year"": ""dontcare""}, ""name"": ""Music_3_LookupMusic""}]",Music_3_LookupMusic,Music_3_LookupMusic,value_error:string,Invalid value for parameter 'album': 'dontcare'. Expected one of ['Salam']. Case insensitive.,454,397
true_model_failure,wrong_argument_value,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_668-162-10,live_multiple_668-162-10__telegraphic_request,live_multiple,I am bored I want to do something Tuesday next week in NY and I love Broadway what can you find for me? Today is tuesday 2023.10.10,bored do something Tuesday next week in NY and love Broadway find Today tuesday 2023.10.10,"[{""Events_3_FindEvents"": {""city"": [""New York, NY""], ""date"": [""2023-10-17""], ""event_type"": [""Theater""]}}]","[{""arguments"": {""city"": ""New York, NY"", ""date"": ""2023-10-17"", ""event_type"": ""Theater""}, ""name"": ""Events_3_FindEvents""}]","[{""arguments"": {""city"": ""New York, NY"", ""date"": ""2023-10-10"", ""event_type"": ""Theater""}, ""name"": ""Events_3_FindEvents""}]",Events_3_FindEvents,Events_3_FindEvents,value_error:string,Invalid value for parameter 'date': '2023-10-10'. Expected one of ['2023-10-17']. Case insensitive.,229,170
true_model_failure,wrong_argument_value,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_673-162-15,live_multiple_673-162-15__telegraphic_request,live_multiple,Can you find any music events happening in New York this Sunday? Today is Friday 2023-09-29. I could use some entertainment.,find any music events happening in New York this Sunday Today Friday 2023-09-29. use some entertainment.,"[{""Events_3_FindEvents"": {""city"": [""New York, NY""], ""date"": [""2023-10-01""], ""event_type"": [""Music""]}}]","[{""arguments"": {""city"": ""New York, NY"", ""date"": ""2023-10-01"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}]","[{""arguments"": {""city"": ""New York, NY"", ""date"": ""2023-09-29"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}]",Events_3_FindEvents,Events_3_FindEvents,value_error:string,Invalid value for parameter 'date': '2023-09-29'. Expected one of ['2023-10-01']. Case insensitive.,220,169
true_model_failure,wrong_argument_value,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_676-163-1,live_multiple_676-163-1__telegraphic_request,live_multiple,What's the weather going to be like in New York tomorrow? today is 2023.10.1,What's weather going like in New York tomorrow today 2023.10.1,"[{""Weather_1_GetWeather"": {""city"": [""New York, NY""], ""date"": [""2023-10-02""]}}]","[{""arguments"": {""city"": ""New York, NY"", ""date"": ""2023-10-02""}, ""name"": ""Weather_1_GetWeather""}]","[{""arguments"": {""city"": ""New York, NY"", ""date"": ""2023-10-01""}, ""name"": ""Weather_1_GetWeather""}]",Weather_1_GetWeather,Weather_1_GetWeather,value_error:string,Invalid value for parameter 'date': '2023-10-01'. Expected one of ['2023-10-02']. Case insensitive.,181,146
true_model_failure,wrong_tool_routing,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_718-165-5,live_multiple_718-165-5__telegraphic_request,live_multiple,"I'm planning a trip to Austin, TX and I need to book a house for 4 men over 18 yr old from 05/12/2023 to 05/18/2023. ","I'm planning trip Austin, TX and book house 4 men over 18 yr old from 05/12/2023 05/18/2023.","[{""Hotels_2_BookHouse"": {""check_in_date"": [""05/12/2023""], ""check_out_date"": [""05/18/2023""], ""number_of_adults"": [4], ""where_to"": [""Austin, TX""]}}]","[{""arguments"": {""check_in_date"": ""05/12/2023"", ""check_out_date"": ""05/18/2023"", ""number_of_adults"": 4, ""where_to"": ""Austin, TX""}, ""name"": ""Hotels_2_BookHouse""}]","[{""arguments"": {""number_of_adults"": 4, ""where_to"": ""Austin, TX""}, ""name"": ""Hotels_2_SearchHouse""}]",Hotels_2_BookHouse,Hotels_2_SearchHouse,simple_function_checker:wrong_func_name,Function name 'Hotels_2_BookHouse' not found in model output.,336,232
possible_oracle_artifact,alias_or_format_mismatch,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_740-168-2,live_multiple_740-168-2__telegraphic_request,live_multiple,initiate a payment of $250 to Margaret's account using my debit card and mark the transaction as private?,initiate payment $250 Margaret's account debit card and mark transaction private,"[{""Payment_1_MakePayment"": {""amount"": [250.0], ""payment_method"": [""debit card""], ""private_visibility"": [true], ""receiver"": [""Margaret""]}}]","[{""arguments"": {""amount"": 250, ""payment_method"": ""debit card"", ""private_visibility"": true, ""receiver"": ""Margaret""}, ""name"": ""Payment_1_MakePayment""}]","[{""arguments"": {""amount"": 250, ""payment_method"": ""debit card"", ""private_visibility"": true, ""receiver"": ""Margaret's account""}, ""name"": ""Payment_1_MakePayment""}]",Payment_1_MakePayment,Payment_1_MakePayment,value_error:string,"Invalid value for parameter 'receiver': ""Margaret's account"". Expected one of ['Margaret']. Case insensitive.",183,158
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_785-173-7,live_multiple_785-173-7__telegraphic_request,live_multiple,I need to talk to someone about how to deal with my boss at work. I would really appreciate your help locating a therapist. I'd like to find a therapist that works out of Sunnyvale.,talk someone deal boss work. really appreciate your help locating therapist. I'd like find therapist that works out Sunnyvale.,"[{""Services_4_FindProvider"": {""city"": [""Sunnyvale, CA""], ""type"": [""Psychologist""]}}]","[{""arguments"": {""city"": ""Sunnyvale, CA"", ""type"": ""Psychologist""}, ""name"": ""Services_4_FindProvider""}]",[],Services_4_FindProvider,,multiple_function_checker:wrong_count,Wrong number of functions.,460,391
true_model_failure,missing_or_extra_tool_call,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_821-177-4,live_multiple_821-177-4__telegraphic_request,live_multiple,"I am looking to book tickets to a theater show. I've been told that Mimosas Cabaret at Seattle, WA is an excellent choice.","looking book tickets theater I've told that Mimosas Cabaret Seattle, WA excellent choice.","[{""Events_3_FindEvents"": {""city"": [""Seattle, WA""], ""date"": ["""", null], ""event_type"": [""Theater""]}}]","[{""arguments"": {""city"": ""Seattle, WA"", ""event_type"": ""Theater""}, ""name"": ""Events_3_FindEvents""}]",[],Events_3_FindEvents,,multiple_function_checker:wrong_count,Wrong number of functions.,239,186
possible_oracle_artifact,alias_or_format_mismatch,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_856-180-4,live_multiple_856-180-4__telegraphic_request,live_multiple,"I need to purchase bus tickets for two people from Berkeley, CA to Portland, OR. We plan to depart on the 15th of May, and we need to leave at 09:00. Also, we will be carrying additional luggage.","purchase bus tickets two people from Berkeley, CA Portland, OR. We plan depart on 15th May and we leave 09:00. Also we will carrying additional luggage.","[{""Buses_3_BuyBusTicket"": {""additional_luggage"": [true], ""departure_date"": [""2023-05-15""], ""departure_time"": [""09:00""], ""from_city"": [""Berkeley, CA""], ""num_passengers"": [2], ""to_city"": [""Portland, OR""]}}]","[{""arguments"": {""additional_luggage"": true, ""departure_date"": ""2023-05-15"", ""departure_time"": ""09:00"", ""from_city"": ""Berkeley, CA"", ""num_passengers"": 2, ""to_city"": ""Portland, OR""}, ""name"": ""Buses_3_BuyBusTicket""}]","[{""arguments"": {""additional_luggage"": true, ""departure_date"": ""2024-05-15"", ""departure_time"": ""09:00"", ""from_city"": ""Berkeley, CA"", ""num_passengers"": 2, ""to_city"": ""Portland, OR""}, ""name"": ""Buses_3_BuyBusTicket""}]",Buses_3_BuyBusTicket,Buses_3_BuyBusTicket,value_error:string,Invalid value for parameter 'departure_date': '2024-05-15'. Expected one of ['2023-05-15']. Case insensitive.,314,186
true_model_failure,wrong_argument_value,,z-ai/glm-4.6,openrouter,telegraphic_request,live_multiple_923-191-11,live_multiple_923-191-11__telegraphic_request,live_multiple,"Looking for a housekeeper who can provide services in Chatuchak District, Bangkok on March 19, 2024 at 1:00 p.m. Ironing.",Looking housekeeper who provide services in Chatuchak District Bangkok on March 19 2024 1 00 p.m. Ironing.,"[{""get_service_providers"": {""available_for_pet"": ["""", false], ""avg_rating"": ["""", null], ""district_name"": [""Chatuchak""], ""end_available_date"": ["""", null], ""has_late_check_in"": ["""", false], ""has_quality_problem"": ["""", false], ""is_cleaning_condo"": ["""", false], ""is_cleaning_home"": ["""", false], ""is_cleaning_office"": ["""", false], ""is_excellent"": ["""", false], ""is_package"": ["""", false], ""is_subscription"": ["""", false], ""job_qty"": ["""", null], ""max_age"": ["""", null], ""min_age"": ["""", null], ""professional_group_id"": ["""", null], ""province_id"": [1], ""service_id"": [2], ""start_available_date"": [""2024-03-19 13:00:00""], ""sub_district_name"": ["""", null]}}]","[{""arguments"": {""district_name"": ""Chatuchak"", ""province_id"": 1, ""service_id"": 2, ""start_available_date"": ""2024-03-19 13:00:00""}, ""name"": ""get_service_providers""}]","[{""arguments"": {""district_name"": ""Chatuchak"", ""is_cleaning_home"": true, ""province_id"": 1, ""service_id"": 2, ""start_available_date"": ""2024-03-19 13:00:00""}, ""name"": ""get_service_providers""}]",get_service_providers,get_service_providers,value_error:others,"Invalid value for parameter 'is_cleaning_home': True. Expected one of ['', False].",420,280
